name,type,sponsoring_org,last_updated,registered,iana_url
.佛山,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",2014-08-14,2014-07-17,https://www.iana.org/domains/root/db/xn--1qqw23a.html
.娱乐,generic,"Will Bloom, LLC",2015-06-24,2014-07-17,https://www.iana.org/domains/root/db/xn--fjq720a.html
.healthcare,generic,"Silver Glen, LLC",2015-06-29,2014-07-24,https://www.iana.org/domains/root/db/healthcare.html
.realtor,generic,Real Estate Domains LLC,2016-02-24,2014-07-24,https://www.iana.org/domains/root/db/realtor.html
.top,generic,"Jiangsu Bangning Science & Technology Co.,Ltd.",2015-04-14,2014-07-24,https://www.iana.org/domains/root/db/top.html
.广东,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",2014-08-14,2014-07-24,https://www.iana.org/domains/root/db/xn--xhq521b.html
.bnpparibas,generic,BNP Paribas,2014-08-14,2014-07-31,https://www.iana.org/domains/root/db/bnpparibas.html
.cymru,generic,Nominet UK,2015-08-21,2014-07-31,https://www.iana.org/domains/root/db/cymru.html
.everbank,generic,EverBank,2014-12-01,2014-07-31,https://www.iana.org/domains/root/db/everbank.html
.gifts,generic,"Goose Sky, LLC",2015-06-29,2014-07-31,https://www.iana.org/domains/root/db/gifts.html
.ooo,generic,INFIBEAM INCORPORATION LIMITED,2016-02-24,2014-07-31,https://www.iana.org/domains/root/db/ooo.html
.restaurant,generic,"Snow Avenue, LLC",2015-06-29,2014-07-31,https://www.iana.org/domains/root/db/restaurant.html
.sarl,generic,"Delta Orchard, LLC",2015-06-29,2014-07-31,https://www.iana.org/domains/root/db/sarl.html
.wales,generic,Nominet UK,2015-08-18,2014-07-31,https://www.iana.org/domains/root/db/wales.html
.gmx,generic,1&1 Mail & Media GmbH,2014-09-05,2014-08-07,https://www.iana.org/domains/root/db/gmx.html
.uol,generic,UBN INTERNET LTDA.,2014-08-16,2014-08-07,https://www.iana.org/domains/root/db/uol.html
.cern,generic,"European Organization for Nuclear Research (""CERN"")",2016-02-10,2014-08-13,https://www.iana.org/domains/root/db/cern.html
.click,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/click.html
.diet,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/diet.html
.help,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/help.html
.hosting,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/hosting.html
.property,generic,"Uniregistry, Corp.",2015-09-09,2014-08-15,https://www.iana.org/domains/root/db/property.html
.yoga,generic,Top Level Domain Holdings Limited,2016-04-16,2014-08-15,https://www.iana.org/domains/root/db/yoga.html
.business,generic,"Spring Cross, LLC",2015-06-29,2014-08-18,https://www.iana.org/domains/root/db/business.html
.casa,generic,Top Level Domain Holdings Limited,2016-04-16,2014-08-18,https://www.iana.org/domains/root/db/casa.html
.iinet,generic,Connect West Pty. Ltd.,2015-07-09,2014-08-18,https://www.iana.org/domains/root/db/iinet.html
.network,generic,"Trixy Manor, LLC",2015-06-29,2014-08-18,https://www.iana.org/domains/root/db/network.html
.work,generic,Top Level Domain Holdings Limited,2016-04-16,2014-08-18,https://www.iana.org/domains/root/db/work.html
.frl,generic,FRLregistry B.V.,2015-01-29,2014-08-22,https://www.iana.org/domains/root/db/frl.html
.immo,generic,"Auburn Bloom, LLC",2015-06-29,2014-08-22,https://www.iana.org/domains/root/db/immo.html
.pizza,generic,"Foggy Moon, LLC",2015-06-29,2014-08-22,https://www.iana.org/domains/root/db/pizza.html
.wme,generic,"William Morris Endeavor Entertainment, LLC",2015-10-21,2014-08-22,https://www.iana.org/domains/root/db/wme.html
.channel,generic,Charleston Road Registry Inc.,2016-03-21,2014-08-23,https://www.iana.org/domains/root/db/channel.html
.esq,generic,Charleston Road Registry Inc.,2016-02-26,2014-08-23,https://www.iana.org/domains/root/db/esq.html
.fly,generic,Charleston Road Registry Inc.,2016-01-29,2014-08-23,https://www.iana.org/domains/root/db/fly.html
.gbiz,generic,Charleston Road Registry Inc.,2016-02-26,2014-08-23,https://www.iana.org/domains/root/db/gbiz.html
.gmail,generic,Charleston Road Registry Inc.,2016-02-26,2014-08-23,https://www.iana.org/domains/root/db/gmail.html
.prod,generic,Charleston Road Registry Inc.,2016-03-19,2014-08-23,https://www.iana.org/domains/root/db/prod.html
.rsvp,generic,Charleston Road Registry Inc.,2016-03-21,2014-08-23,https://www.iana.org/domains/root/db/rsvp.html
.youtube,generic,Charleston Road Registry Inc.,2016-03-21,2014-08-23,https://www.iana.org/domains/root/db/youtube.html
.zip,generic,Charleston Road Registry Inc.,2015-12-15,2014-08-23,https://www.iana.org/domains/root/db/zip.html
.crs,generic,Federated Co-operatives Limited,2016-03-02,2014-08-28,https://www.iana.org/domains/root/db/crs.html
.eurovision,generic,European Broadcasting Union (EBU),2014-12-08,2014-08-28,https://www.iana.org/domains/root/db/eurovision.html
.pharmacy,generic,National Association of Boards of Pharmacy,2014-09-05,2014-08-28,https://www.iana.org/domains/root/db/pharmacy.html
.cal,generic,Charleston Road Registry Inc.,2015-12-21,2014-09-04,https://www.iana.org/domains/root/db/cal.html
.chrome,generic,Charleston Road Registry Inc.,2016-03-21,2014-09-04,https://www.iana.org/domains/root/db/chrome.html
.firmdale,generic,Firmdale Holdings Limited,2014-11-20,2014-09-04,https://www.iana.org/domains/root/db/firmdale.html
.gle,generic,Charleston Road Registry Inc.,2016-02-06,2014-09-04,https://www.iana.org/domains/root/db/gle.html
.google,generic,Charleston Road Registry Inc.,2016-03-03,2014-09-04,https://www.iana.org/domains/root/db/google.html
.nexus,generic,Charleston Road Registry Inc.,2016-02-06,2014-09-04,https://www.iana.org/domains/root/db/nexus.html
.poker,generic,Afilias Domains No. 5 Limited,2015-08-21,2014-09-04,https://www.iana.org/domains/root/db/poker.html
.prof,generic,Charleston Road Registry Inc.,2016-01-15,2014-09-04,https://www.iana.org/domains/root/db/prof.html
.emerck,generic,Merck KGaA,2014-10-31,2014-09-11,https://www.iana.org/domains/root/db/emerck.html
.world,generic,"Bitter Fields, LLC",2015-06-29,2014-09-11,https://www.iana.org/domains/root/db/world.html
.alsace,generic,REGION D ALSACE,2014-10-06,2014-09-18,https://www.iana.org/domains/root/db/alsace.html
.dvag,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,2016-01-27,2014-09-18,https://www.iana.org/domains/root/db/dvag.html
.pohl,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,2016-01-27,2014-09-18,https://www.iana.org/domains/root/db/pohl.html
.tui,generic,TUI AG,2016-01-29,2014-09-18,https://www.iana.org/domains/root/db/tui.html
.vermögensberater,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,2016-01-28,2014-09-18,https://www.iana.org/domains/root/db/xn--vermgensberater-ctb.html
.vermögensberatung,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,2016-01-28,2014-09-18,https://www.iana.org/domains/root/db/xn--vermgensberatung-pwb.html
.forsale,generic,"United TLD Holdco, LLC",2015-06-11,2014-09-24,https://www.iana.org/domains/root/db/forsale.html
.allfinanz,generic,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft,2016-01-27,2014-09-25,https://www.iana.org/domains/root/db/allfinanz.html
.flsmidth,generic,FLSmidth A/S,2016-01-27,2014-09-25,https://www.iana.org/domains/root/db/flsmidth.html
.ibm,generic,International Business Machines Corporation,2014-10-01,2014-09-25,https://www.iana.org/domains/root/db/ibm.html
.taipei,generic,Taipei City Government,2016-01-06,2014-09-25,https://www.iana.org/domains/root/db/taipei.html
.бел,country-code,"Reliable Software, Ltd.",2015-12-08,2014-09-29,https://www.iana.org/domains/root/db/xn--90ais.html
‏.عراق‎,country-code,Communications and Media Commission (CMC),2015-11-03,2014-09-29,https://www.iana.org/domains/root/db/xn--mgbtx2b.html
.band,generic,"United TLD Holdco, Ltd",2015-06-11,2014-10-01,https://www.iana.org/domains/root/db/band.html
.madrid,generic,Comunidad de Madrid,2014-11-20,2014-10-02,https://www.iana.org/domains/root/db/madrid.html
.sky,generic,Sky International AG,2016-02-22,2014-10-02,https://www.iana.org/domains/root/db/sky.html
.rip,generic,United TLD Holdco Ltd.,2015-06-11,2014-10-09,https://www.iana.org/domains/root/db/rip.html
.toshiba,generic,TOSHIBA Corporation,2015-10-14,2014-10-09,https://www.iana.org/domains/root/db/toshiba.html
.谷歌,generic,Charleston Road Registry Inc.,2016-02-19,2014-10-09,https://www.iana.org/domains/root/db/xn--flw351e.html
.グーグル,generic,Charleston Road Registry Inc.,2016-03-19,2014-10-09,https://www.iana.org/domains/root/db/xn--qcka1pmc.html
.bloomberg,generic,Bloomberg IP Holdings LLC,2016-02-22,2014-10-16,https://www.iana.org/domains/root/db/bloomberg.html
.delivery,generic,"Steel Station, LLC",2015-06-29,2014-10-16,https://www.iana.org/domains/root/db/delivery.html
.energy,generic,"Binky Birch, LLC",2015-06-29,2014-10-16,https://www.iana.org/domains/root/db/energy.html
.lds,generic,"IRI Domain Management, LLC",2014-11-19,2014-10-16,https://www.iana.org/domains/root/db/lds.html
.mormon,generic,"IRI Domain Management, LLC (""Applicant"")",2014-11-19,2014-10-16,https://www.iana.org/domains/root/db/mormon.html
.fashion,generic,Top Level Domain Holdings Limited,2014-12-08,2014-10-23,https://www.iana.org/domains/root/db/fashion.html
.garden,generic,Top Level Domain Holdings Limited,2014-12-15,2014-10-23,https://www.iana.org/domains/root/db/garden.html
.party,generic,Blue Sky Registry Limited,2015-07-02,2014-10-23,https://www.iana.org/domains/root/db/party.html
.reit,generic,"National Association of Real Estate Investment Trusts, Inc.",2015-10-21,2014-10-23,https://www.iana.org/domains/root/db/reit.html
.science,generic,dot Science Limited,2015-07-02,2014-10-23,https://www.iana.org/domains/root/db/science.html
.android,generic,Charleston Road Registry Inc.,2016-01-15,2014-10-30,https://www.iana.org/domains/root/db/android.html
.bond,generic,Bond University Limited,2015-10-24,2014-10-30,https://www.iana.org/domains/root/db/bond.html
.doosan,generic,Retired,2016-02-24,2014-10-30,https://www.iana.org/domains/root/db/doosan.html
.hermes,generic,Hermes International,2015-01-27,2014-10-30,https://www.iana.org/domains/root/db/hermes.html
.samsung,generic,"SAMSUNG SDS CO., LTD",2015-12-09,2014-10-30,https://www.iana.org/domains/root/db/samsung.html
.sydney,generic,"State of New South Wales, Department of Premier and Cabinet",2015-11-27,2014-10-30,https://www.iana.org/domains/root/db/sydney.html
.aquarelle,generic,Aquarelle.com,2014-12-02,2014-11-06,https://www.iana.org/domains/root/db/aquarelle.html
.irish,generic,Dot-Irish LLC,2015-12-23,2014-11-06,https://www.iana.org/domains/root/db/irish.html
.latrobe,generic,La Trobe University,2015-10-24,2014-11-06,https://www.iana.org/domains/root/db/latrobe.html
.sew,generic,SEW-EURODRIVE GmbH & Co KG,2014-12-15,2014-11-06,https://www.iana.org/domains/root/db/sew.html
.八卦,generic,Zodiac Scorpio Limited,2014-11-25,2014-11-06,https://www.iana.org/domains/root/db/xn--45q11c.html
.cricket,generic,dot Cricket Limited,2015-07-02,2014-11-13,https://www.iana.org/domains/root/db/cricket.html
.abbott,generic,"Abbott Laboratories, Inc.",2016-06-14,2014-11-20,https://www.iana.org/domains/root/db/abbott.html
.amsterdam,generic,Gemeente Amsterdam,2014-12-26,2014-11-20,https://www.iana.org/domains/root/db/amsterdam.html
.cartier,generic,Richemont DNS Inc.,2014-12-11,2014-11-20,https://www.iana.org/domains/root/db/cartier.html
.cbn,generic,"The Christian Broadcasting Network, Inc.",2015-02-13,2014-11-20,https://www.iana.org/domains/root/db/cbn.html
.coach,generic,"Koko Island, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/coach.html
.dev,generic,Charleston Road Registry Inc.,2016-03-18,2014-11-20,https://www.iana.org/domains/root/db/dev.html
.docs,generic,Charleston Road Registry Inc.,2016-03-18,2014-11-20,https://www.iana.org/domains/root/db/docs.html
.iwc,generic,Richemont DNS Inc.,2014-12-15,2014-11-20,https://www.iana.org/domains/root/db/iwc.html
.legal,generic,"Blue Falls, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/legal.html
.memorial,generic,"Dog Beach, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/memorial.html
.money,generic,"Outer McCook, LLC",2015-06-29,2014-11-20,https://www.iana.org/domains/root/db/money.html
.montblanc,generic,Richemont DNS Inc.,2015-06-05,2014-11-20,https://www.iana.org/domains/root/db/montblanc.html
.商店,generic,"Wild Island, LLC",2015-06-24,2014-11-20,https://www.iana.org/domains/root/db/xn--czrs0t.html
.网店,generic,Zodiac Libra Limited,2014-12-02,2014-11-20,https://www.iana.org/domains/root/db/xn--hxt814e.html
.adult,generic,ICM Registry AD LLC,2014-12-08,2014-11-26,https://www.iana.org/domains/root/db/adult.html
.bank,generic,"fTLD Registry Services, LLC",2016-02-22,2014-11-26,https://www.iana.org/domains/root/db/bank.html
.porn,generic,ICM Registry PN LLC,2014-12-08,2014-11-26,https://www.iana.org/domains/root/db/porn.html
.trust,generic,Artemis Internet Inc,2014-12-08,2014-11-26,https://www.iana.org/domains/root/db/trust.html
.հայ,country-code,"""Internet Society"" Non-governmental Organization",2015-07-30,2014-11-26,https://www.iana.org/domains/root/db/xn--y9a3aq.html
.gdn,generic,"Joint Stock Company ""Navigation-information systems""",2016-05-06,2014-12-04,https://www.iana.org/domains/root/db/gdn.html
.lat,generic,ECOM-LAC Federación de Latinoamérica y el Caribe para Internet y el Comercio Electrónico,2015-10-08,2014-12-04,https://www.iana.org/domains/root/db/lat.html
.lidl,generic,Schwarz Domains und Services GmbH & Co. KG,2014-12-15,2014-12-04,https://www.iana.org/domains/root/db/lidl.html
.osaka,generic,"Interlink Co., Ltd.",2014-12-15,2014-12-04,https://www.iana.org/domains/root/db/osaka.html
.schwarz,generic,Schwarz Domains und Services GmbH & Co. KG,2014-12-15,2014-12-04,https://www.iana.org/domains/root/db/schwarz.html
.shriram,generic,Shriram Capital Ltd.,2015-01-06,2014-12-04,https://www.iana.org/domains/root/db/shriram.html
.tires,generic,"Dog Edge, LLC",2015-06-29,2014-12-11,https://www.iana.org/domains/root/db/tires.html
.sale,generic,"United TLD Holdco, Ltd",2015-06-11,2014-12-17,https://www.iana.org/domains/root/db/sale.html
.video,generic,"United TLD Holdco, Ltd",2015-06-11,2014-12-17,https://www.iana.org/domains/root/db/video.html
.design,generic,"Top Level Design, LLC",2015-10-14,2014-12-18,https://www.iana.org/domains/root/db/design.html
.fit,generic,Minds + Machines Group Limited,2015-01-09,2014-12-18,https://www.iana.org/domains/root/db/fit.html
.flowers,generic,"Uniregistry, Corp.",2015-09-09,2014-12-18,https://www.iana.org/domains/root/db/flowers.html
.ggee,generic,"GMO Internet, Inc.",2015-11-19,2014-12-18,https://www.iana.org/domains/root/db/ggee.html
.jprs,generic,"Japan Registry Services Co., Ltd.",2015-12-29,2014-12-18,https://www.iana.org/domains/root/db/jprs.html
.kddi,generic,KDDI CORPORATION,2015-12-15,2014-12-18,https://www.iana.org/domains/root/db/kddi.html
.marriott,generic,Marriott Worldwide Corporation,2015-09-28,2014-12-18,https://www.iana.org/domains/root/db/marriott.html
.one,generic,One.com A/S,2015-01-22,2014-12-18,https://www.iana.org/domains/root/db/one.html
.temasek,generic,Temasek Holdings (Private) Limited,2015-04-03,2014-12-18,https://www.iana.org/domains/root/db/temasek.html
.淡马锡,generic,Temasek Holdings (Private) Limited,2015-04-03,2014-12-18,https://www.iana.org/domains/root/db/xn--b4w605ferd.html
.zuerich,generic,Kanton Zürich (Canton of Zurich),2016-01-29,2014-12-18,https://www.iana.org/domains/root/db/zuerich.html
.barclaycard,generic,Barclays Bank PLC,2015-01-25,2015-01-08,https://www.iana.org/domains/root/db/barclaycard.html
.barclays,generic,Barclays Bank PLC,2015-01-25,2015-01-08,https://www.iana.org/domains/root/db/barclays.html
.chloe,generic,Richemont DNS Inc.,2015-03-09,2015-01-08,https://www.iana.org/domains/root/db/chloe.html
.dclk,generic,Charleston Road Registry Inc.,2016-02-19,2015-01-08,https://www.iana.org/domains/root/db/dclk.html
.goog,generic,Charleston Road Registry Inc.,2016-02-26,2015-01-08,https://www.iana.org/domains/root/db/goog.html
.hangout,generic,Charleston Road Registry Inc.,2016-03-03,2015-01-08,https://www.iana.org/domains/root/db/hangout.html
.jcb,generic,"JCB Co., Ltd.",2015-12-15,2015-01-08,https://www.iana.org/domains/root/db/jcb.html
.kyoto,generic,Academic Institution: Kyoto Jyoho Gakuen,2015-12-15,2015-01-08,https://www.iana.org/domains/root/db/kyoto.html
.lotte,generic,"Lotte Holdings Co., Ltd.",2015-12-15,2015-01-08,https://www.iana.org/domains/root/db/lotte.html
.ntt,generic,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,2015-12-29,2015-01-08,https://www.iana.org/domains/root/db/ntt.html
.piaget,generic,Richemont DNS Inc.,2015-03-16,2015-01-08,https://www.iana.org/domains/root/db/piaget.html
.pictet,generic,Pictet Europe S.A.,2016-02-24,2015-01-08,https://www.iana.org/domains/root/db/pictet.html
.政府,generic,"Net-Chinese Co., Ltd.",2015-03-03,2015-01-08,https://www.iana.org/domains/root/db/xn--mxtq1m.html
.dabur,generic,Dabur India Limited,2015-01-25,2015-01-15,https://www.iana.org/domains/root/db/dabur.html
.hsbc,generic,HSBC Holdings PLC,2016-03-03,2015-01-15,https://www.iana.org/domains/root/db/hsbc.html
.ifm,generic,ifm electronic gmbh,2015-01-25,2015-01-15,https://www.iana.org/domains/root/db/ifm.html
.java,generic,Oracle Corporation,2016-02-17,2015-01-15,https://www.iana.org/domains/root/db/java.html
.meo,generic,PT Comunicacoes S.A.,2016-02-18,2015-01-15,https://www.iana.org/domains/root/db/meo.html
.oracle,generic,Oracle Corporation,2016-02-19,2015-01-15,https://www.iana.org/domains/root/db/oracle.html
.sapo,generic,PT Comunicacoes S.A.,2016-02-16,2015-01-15,https://www.iana.org/domains/root/db/sapo.html
.saxo,generic,Saxo Bank A/S,2016-04-01,2015-01-15,https://www.iana.org/domains/root/db/saxo.html
.bingo,generic,"Sand Cedar, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/bingo.html
.canon,generic,Canon Inc.,2016-04-18,2015-01-29,https://www.iana.org/domains/root/db/canon.html
.chat,generic,"Sand Fields, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/chat.html
.leclerc,generic,A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc,2015-03-03,2015-01-29,https://www.iana.org/domains/root/db/leclerc.html
.style,generic,"Binky Moon, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/style.html
.tennis,generic,"Cotton Bloom, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/tennis.html
.accountant,generic,dot Accountant Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/accountant.html
.ads,generic,Charleston Road Registry Inc.,2016-01-15,2015-02-05,https://www.iana.org/domains/root/db/ads.html
.apartments,generic,"June Maple, LLC",2015-06-29,2015-02-05,https://www.iana.org/domains/root/db/apartments.html
.date,generic,dot Date Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/date.html
.download,generic,dot Support Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/download.html
.erni,generic,ERNI Group Holding AG,2015-03-12,2015-02-05,https://www.iana.org/domains/root/db/erni.html
.faith,generic,dot Faith Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/faith.html
.fans,generic,Asiamix Digital Limited,2015-10-10,2015-02-05,https://www.iana.org/domains/root/db/fans.html
.loan,generic,dot Loan Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/loan.html
.nico,generic,"DWANGO Co., Ltd.",2016-05-23,2015-02-05,https://www.iana.org/domains/root/db/nico.html
.page,generic,Charleston Road Registry Inc.,2016-03-19,2015-02-05,https://www.iana.org/domains/root/db/page.html
.philips,generic,Koninklijke Philips N.V.,2015-10-08,2015-02-05,https://www.iana.org/domains/root/db/philips.html
.review,generic,dot Review Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/review.html
.win,generic,First Registry Limited,2015-07-02,2015-02-05,https://www.iana.org/domains/root/db/win.html
.信息,generic,"Beijing Tele-info Network Technology Co., Ltd.",2016-02-19,2015-02-05,https://www.iana.org/domains/root/db/xn--vuq861b.html
.boats,generic,"DERBoats, LLC",2015-03-13,2015-02-13,https://www.iana.org/domains/root/db/boats.html
.casino,generic,"Binky Sky, LLC",2015-06-29,2015-02-13,https://www.iana.org/domains/root/db/casino.html
.football,generic,"Foggy Farms, LLC",2015-06-29,2015-02-13,https://www.iana.org/domains/root/db/football.html
.goldpoint,generic,"YODOBASHI CAMERA CO.,LTD.",2015-10-19,2015-02-13,https://www.iana.org/domains/root/db/goldpoint.html
.goo,generic,NTT Resonant Inc.,2016-06-22,2015-02-13,https://www.iana.org/domains/root/db/goo.html
.maif,generic,Mutuelle Assurance Instituteur France (MAIF),2016-02-19,2015-02-13,https://www.iana.org/domains/root/db/maif.html
.school,generic,"Little Galley, LLC",2015-06-29,2015-02-13,https://www.iana.org/domains/root/db/school.html
.飞利浦,generic,Koninklijke Philips N.V.,2015-10-08,2015-02-13,https://www.iana.org/domains/root/db/xn--kcrx77d1x4a.html
.yodobashi,generic,"YODOBASHI CAMERA CO.,LTD.",2015-10-15,2015-02-13,https://www.iana.org/domains/root/db/yodobashi.html
.afl,generic,Australian Football League,2015-10-24,2015-02-19,https://www.iana.org/domains/root/db/afl.html
.courses,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD,2015-10-23,2015-02-19,https://www.iana.org/domains/root/db/courses.html
.epson,generic,Seiko Epson Corporation,2016-05-06,2015-02-19,https://www.iana.org/domains/root/db/epson.html
.guge,generic,Charleston Road Registry Inc.,2016-03-03,2015-02-19,https://www.iana.org/domains/root/db/guge.html
.panerai,generic,Richemont DNS Inc.,2015-03-25,2015-02-19,https://www.iana.org/domains/root/db/panerai.html
.study,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD,2015-10-06,2015-02-19,https://www.iana.org/domains/root/db/study.html
.sucks,generic,Vox Populi Registry Ltd.,2015-07-15,2015-02-19,https://www.iana.org/domains/root/db/sucks.html
.xin,generic,Elegant Leader Limited,2016-03-16,2015-02-19,https://www.iana.org/domains/root/db/xin.html
.doha,generic,Communications Regulatory Authority (CRA),2015-03-25,2015-02-27,https://www.iana.org/domains/root/db/doha.html
.film,generic,Motion Picture Domain Registry Pty Ltd,2015-08-13,2015-02-27,https://www.iana.org/domains/root/db/film.html
.man,generic,MAN SE,2015-07-27,2015-02-27,https://www.iana.org/domains/root/db/man.html
.mma,generic,MMA IARD,2015-03-31,2015-02-27,https://www.iana.org/domains/root/db/mma.html
.mtpc,generic,Mitsubishi Tanabe Pharma Corporation,2015-10-14,2015-02-27,https://www.iana.org/domains/root/db/mtpc.html
.fan,generic,Asiamix Digital Ltd,2015-10-10,2015-02-28,https://www.iana.org/domains/root/db/fan.html
.broker,generic,DOTBROKER REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/broker.html
.cfd,generic,DOTCFD REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/cfd.html
.forex,generic,DOTFOREX REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/forex.html
.gucci,generic,Guccio Gucci S.p.a.,2015-10-27,2015-03-06,https://www.iana.org/domains/root/db/gucci.html
.honda,generic,"Honda Motor Co., Ltd.",2016-03-11,2015-03-06,https://www.iana.org/domains/root/db/honda.html
.icu,generic,One.com A/S,2015-05-02,2015-03-06,https://www.iana.org/domains/root/db/icu.html
.komatsu,generic,Komatsu Ltd.,2016-05-06,2015-03-06,https://www.iana.org/domains/root/db/komatsu.html
.markets,generic,DOTMARKETS REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/markets.html
.online,generic,DotOnline Inc.,2015-07-22,2015-03-06,https://www.iana.org/domains/root/db/online.html
.redstone,generic,"Redstone Haute Couture Co., Ltd.",2016-03-16,2015-03-06,https://www.iana.org/domains/root/db/redstone.html
.ricoh,generic,"Ricoh Company, Ltd.",2016-03-11,2015-03-06,https://www.iana.org/domains/root/db/ricoh.html
.seat,generic,"SEAT, S.A. (Sociedad Unipersonal)",2015-04-18,2015-03-06,https://www.iana.org/domains/root/db/seat.html
.site,generic,DotSite Inc.,2015-07-20,2015-03-06,https://www.iana.org/domains/root/db/site.html
.sony,generic,Sony Corporation,2016-04-13,2015-03-06,https://www.iana.org/domains/root/db/sony.html
.spreadbetting,generic,DOTSPREADBETTING REGISTRY LTD,2016-01-15,2015-03-06,https://www.iana.org/domains/root/db/spreadbetting.html
.trading,generic,DOTTRADING REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/trading.html
.auto,generic,Cars Registry Limited,2015-09-09,2015-03-12,https://www.iana.org/domains/root/db/auto.html
.bauhaus,generic,Werkhaus GmbH,2015-04-06,2015-03-12,https://www.iana.org/domains/root/db/bauhaus.html
.bbc,generic,British Broadcasting Corporation,2015-08-26,2015-03-12,https://www.iana.org/domains/root/db/bbc.html
.cafe,generic,"Pioneer Canyon, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/cafe.html
.cars,generic,Cars Registry Limited,2015-09-09,2015-03-12,https://www.iana.org/domains/root/db/cars.html
.express,generic,"Sea Sunset, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/express.html
.gold,generic,"June Edge, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/gold.html
.golf,generic,"Lone Falls, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/golf.html
.jlc,generic,Richemont DNS Inc.,2015-06-10,2015-03-12,https://www.iana.org/domains/root/db/jlc.html
.movie,generic,"New Frostbite, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/movie.html
.mtn,generic,MTN Dubai Limited,2015-05-20,2015-03-12,https://www.iana.org/domains/root/db/mtn.html
.news,generic,United TLD Holdco Ltd.,2015-06-11,2015-03-12,https://www.iana.org/domains/root/db/news.html
.plus,generic,"Sugar Mill, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/plus.html
.tech,generic,Dot Tech LLC,2015-06-04,2015-03-12,https://www.iana.org/domains/root/db/tech.html
.tours,generic,"Sugar Station, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/tours.html
.慈善,generic,Excellent First Limited,2016-03-25,2015-03-12,https://www.iana.org/domains/root/db/xn--30rr7y.html
.时尚,generic,RISE VICTORY LIMITED,2016-03-17,2015-03-12,https://www.iana.org/domains/root/db/xn--9et52u.html
.健康,generic,Stable Tone Limited,2015-04-02,2015-03-12,https://www.iana.org/domains/root/db/xn--nyqy26a.html
.cyou,generic,"Beijing Gamease Age Digital Technology Co., Ltd.",2015-04-03,2015-03-19,https://www.iana.org/domains/root/db/cyou.html
.liaison,generic,"Liaison Technologies, Incorporated",2016-03-26,2015-03-19,https://www.iana.org/domains/root/db/liaison.html
.lupin,generic,LUPIN LIMITED,2016-02-17,2015-03-19,https://www.iana.org/domains/root/db/lupin.html
.sap,generic,SAP AG,2015-03-26,2015-03-19,https://www.iana.org/domains/root/db/sap.html
.skype,generic,Microsoft Corporation,2015-06-23,2015-03-19,https://www.iana.org/domains/root/db/skype.html
.tickets,generic,Accent Media Limited,2016-01-06,2015-03-19,https://www.iana.org/domains/root/db/tickets.html
.love,generic,Merchant Law Group LLP,2015-10-21,2015-03-25,https://www.iana.org/domains/root/db/love.html
