name,type,sponsoring_org,last_updated,registered,iana_url
.adac,generic,Allgemeiner Deutscher Automobil-Club e.V. (ADAC),2016-01-26,2015-11-20,https://www.iana.org/domains/root/db/adac.html
.analytics,generic,Campus IP LLC,2015-12-21,2015-11-20,https://www.iana.org/domains/root/db/analytics.html
.buy,generic,"Amazon Registry Services, INC",2016-06-14,2015-11-20,https://www.iana.org/domains/root/db/buy.html
.fox,generic,"FOX Registry, LLC",2015-12-24,2015-11-20,https://www.iana.org/domains/root/db/fox.html
.iselect,generic,iSelect Ltd,2016-01-15,2015-11-20,https://www.iana.org/domains/root/db/iselect.html
.jmp,generic,Matrix IP LLC,2015-12-18,2015-11-20,https://www.iana.org/domains/root/db/jmp.html
.redumbrella,generic,"Travelers TLD, LLC",2015-12-11,2015-11-20,https://www.iana.org/domains/root/db/redumbrella.html
.sas,generic,Research IP LLC,2015-12-18,2015-11-20,https://www.iana.org/domains/root/db/sas.html
.dealer,generic,"Dealer Dot Com, Inc.",2015-12-24,2015-11-25,https://www.iana.org/domains/root/db/dealer.html
.nowruz,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,2015-12-05,2015-11-25,https://www.iana.org/domains/root/db/nowruz.html
.pars,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,2015-12-07,2015-11-25,https://www.iana.org/domains/root/db/pars.html
.sharp,generic,Sharp Corporation,2015-12-05,2015-11-25,https://www.iana.org/domains/root/db/sharp.html
.shia,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,2015-12-05,2015-11-25,https://www.iana.org/domains/root/db/shia.html
.tci,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,2015-12-05,2015-11-25,https://www.iana.org/domains/root/db/tci.html
.travelers,generic,"Travelers TLD, LLC",2015-12-05,2015-11-25,https://www.iana.org/domains/root/db/travelers.html
.travelersinsurance,generic,"Travelers TLD, LLC",2015-12-15,2015-11-25,https://www.iana.org/domains/root/db/travelersinsurance.html
.trv,generic,"Travelers TLD, LLC",2015-12-11,2015-11-25,https://www.iana.org/domains/root/db/trv.html
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,2016-04-06,2015-11-25,https://www.iana.org/domains/root/db/vig.html
.ポイント,generic,"Amazon Registry Services, Inc.",2015-12-14,2015-11-25,https://www.iana.org/domains/root/db/xn--eckvdtc9d.html
‏.همراه‎,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,2015-12-07,2015-11-25,https://www.iana.org/domains/root/db/xn--mgbt3dhd.html
.mobily,generic,GreenTech Consultancy Company W.L.L.,2015-12-23,2015-12-03,https://www.iana.org/domains/root/db/mobily.html
‏.موبايلي‎,generic,GreenTech Consultancy Company W.L.L.,2015-12-23,2015-12-03,https://www.iana.org/domains/root/db/xn--mgbb9fbpob.html
.alstom,generic,ALSTOM,2016-06-10,2015-12-04,https://www.iana.org/domains/root/db/alstom.html
.kpn,generic,Koninklijke KPN N.V.,2015-12-15,2015-12-04,https://www.iana.org/domains/root/db/kpn.html
.northwesternmutual,generic,"Northwestern Mutual Registry, LLC",2016-04-06,2015-12-04,https://www.iana.org/domains/root/db/northwesternmutual.html
.网站,generic,Global Website TLD Asia Limited,2016-04-17,2015-12-04,https://www.iana.org/domains/root/db/xn--5tzm5g.html
.ею,country-code,EURid vzw/asbl,2016-02-12,2015-12-08,https://www.iana.org/domains/root/db/xn--e1a4c.html
.clinique,generic,The Estée Lauder Companies Inc.,2015-12-28,2015-12-10,https://www.iana.org/domains/root/db/clinique.html
.contact,generic,"Top Level Spectrum, Inc.",2016-01-08,2015-12-10,https://www.iana.org/domains/root/db/contact.html
.ford,generic,Ford Motor Company,2015-12-18,2015-12-10,https://www.iana.org/domains/root/db/ford.html
.helsinki,generic,City of Helsinki,2016-03-15,2015-12-10,https://www.iana.org/domains/root/db/helsinki.html
.lamer,generic,The Estée Lauder Companies Inc.,2015-12-24,2015-12-10,https://www.iana.org/domains/root/db/lamer.html
.lincoln,generic,Ford Motor Company,2015-12-18,2015-12-10,https://www.iana.org/domains/root/db/lincoln.html
.living,generic,"Lifestyle Domain Holdings, Inc.",2016-02-22,2015-12-10,https://www.iana.org/domains/root/db/living.html
.origins,generic,The Estée Lauder Companies Inc.,2015-12-24,2015-12-10,https://www.iana.org/domains/root/db/origins.html
.pid,generic,"Top Level Spectrum, Inc.",2016-01-08,2015-12-10,https://www.iana.org/domains/root/db/pid.html
.star,generic,Star India Private Limited,2015-12-22,2015-12-10,https://www.iana.org/domains/root/db/star.html
.storage,generic,Self Storage Company LLC,2015-12-18,2015-12-10,https://www.iana.org/domains/root/db/storage.html
.weber,generic,Saint-Gobain Weber SA,2016-02-22,2015-12-10,https://www.iana.org/domains/root/db/weber.html
.联通,generic,China United Network Communications Corporation Limited,2016-02-06,2015-12-10,https://www.iana.org/domains/root/db/xn--8y0a063a.html
.baidu,generic,"Baidu, Inc.",2016-01-05,2015-12-17,https://www.iana.org/domains/root/db/baidu.html
.dubai,generic,Dubai Smart Government Department,2016-01-07,2015-12-17,https://www.iana.org/domains/root/db/dubai.html
.dunlop,generic,The Goodyear Tire & Rubber Company,2016-06-10,2015-12-17,https://www.iana.org/domains/root/db/dunlop.html
.fresenius,generic,Fresenius Immobilien-Verwaltungs-GmbH,2016-01-29,2015-12-17,https://www.iana.org/domains/root/db/fresenius.html
.goodyear,generic,The Goodyear Tire & Rubber Company,2016-06-10,2015-12-17,https://www.iana.org/domains/root/db/goodyear.html
.kerryhotels,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kerryhotels.html
.kerrylogistics,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kerrylogistics.html
.kerryproperties,generic,Kerry Trading Co. Limited,2016-03-05,2015-12-17,https://www.iana.org/domains/root/db/kerryproperties.html
.kuokgroup,generic,Kerry Trading Co. Limited,2016-03-07,2015-12-17,https://www.iana.org/domains/root/db/kuokgroup.html
.rexroth,generic,Robert Bosch GMBH,2016-02-22,2015-12-17,https://www.iana.org/domains/root/db/rexroth.html
.schaeffler,generic,Schaeffler Technologies AG & Co. KG,2015-12-24,2015-12-17,https://www.iana.org/domains/root/db/schaeffler.html
.tiffany,generic,Tiffany and Company,2016-02-22,2015-12-17,https://www.iana.org/domains/root/db/tiffany.html
.bosch,generic,Robert Bosch GMBH,2016-02-22,2015-12-18,https://www.iana.org/domains/root/db/bosch.html
.promo,generic,Afilias plc,2016-01-01,2015-12-18,https://www.iana.org/domains/root/db/promo.html
.compare,generic,iSelect Ltd,2016-01-15,2015-12-23,https://www.iana.org/domains/root/db/compare.html
.deloitte,generic,Deloitte Touche Tohmatsu,2016-01-29,2015-12-23,https://www.iana.org/domains/root/db/deloitte.html
.makeup,generic,L'Oréal,2016-02-22,2015-12-23,https://www.iana.org/domains/root/db/makeup.html
.select,generic,iSelect Ltd,2016-01-15,2015-12-23,https://www.iana.org/domains/root/db/select.html
.skin,generic,L'Oréal,2016-02-22,2015-12-23,https://www.iana.org/domains/root/db/skin.html
.softbank,generic,SoftBank Group Corp.,2016-03-11,2015-12-23,https://www.iana.org/domains/root/db/softbank.html
.tube,generic,Latin American Telecom LLC,2016-01-11,2015-12-23,https://www.iana.org/domains/root/db/tube.html
.volkswagen,generic,Volkswagen Group of America Inc.,2016-01-12,2015-12-23,https://www.iana.org/domains/root/db/volkswagen.html
.weather,generic,"The Weather Channel, LLC",2016-01-12,2015-12-23,https://www.iana.org/domains/root/db/weather.html
.alibaba,generic,Alibaba Group Holding Limited,2016-01-19,2016-01-08,https://www.iana.org/domains/root/db/alibaba.html
.alipay,generic,Alibaba Group Holding Limited,2016-01-19,2016-01-08,https://www.iana.org/domains/root/db/alipay.html
.dds,generic,Minds + Machines Group Limited,2016-05-11,2016-01-08,https://www.iana.org/domains/root/db/dds.html
.edeka,generic,EDEKA Verband kaufmännischer Genossenschaften e.V.,2016-01-21,2016-01-08,https://www.iana.org/domains/root/db/edeka.html
.lanxess,generic,LANXESS Corporation,2016-01-26,2016-01-08,https://www.iana.org/domains/root/db/lanxess.html
.nissay,generic,Nippon Life Insurance Company,2016-04-01,2016-01-08,https://www.iana.org/domains/root/db/nissay.html
.taobao,generic,Alibaba Group Holding Limited,2016-01-21,2016-01-08,https://www.iana.org/domains/root/db/taobao.html
.tmall,generic,Alibaba Group Holding Limited,2016-01-21,2016-01-08,https://www.iana.org/domains/root/db/tmall.html
.woodside,generic,Woodside Petroleum Limited,2016-06-23,2016-01-08,https://www.iana.org/domains/root/db/woodside.html
.购物,generic,Minds + Machines Group Limited,2016-01-19,2016-01-08,https://www.iana.org/domains/root/db/xn--g2xx48c.html
.baby,generic,"Johnson & Johnson Services, Inc.",2016-04-08,2016-01-14,https://www.iana.org/domains/root/db/baby.html
.chase,generic,JPMorgan Chase & Co.,2016-02-29,2016-01-14,https://www.iana.org/domains/root/db/chase.html
.jnj,generic,"Johnson & Johnson Services, Inc.",2016-04-08,2016-01-14,https://www.iana.org/domains/root/db/jnj.html
.jpmorgan,generic,JPMorgan Chase & Co.,2016-02-29,2016-01-14,https://www.iana.org/domains/root/db/jpmorgan.html
.kpmg,generic,KPMG International Cooperative (KPMG International Genossenschaft),2016-04-05,2016-01-14,https://www.iana.org/domains/root/db/kpmg.html
.pwc,generic,PricewaterhouseCoopers LLP,2016-02-11,2016-01-15,https://www.iana.org/domains/root/db/pwc.html
.mattel,generic,"Mattel Sites, Inc.",2016-05-31,2016-01-22,https://www.iana.org/domains/root/db/mattel.html
.unicom,generic,China United Network Communications Corporation Limited,2016-02-04,2016-01-22,https://www.iana.org/domains/root/db/unicom.html
.weatherchannel,generic,"The Weather Channel, LLC",2016-01-28,2016-01-22,https://www.iana.org/domains/root/db/weatherchannel.html
.coupon,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-01-29,https://www.iana.org/domains/root/db/coupon.html
.flickr,generic,Yahoo! Domain Services Inc.,2016-03-25,2016-01-29,https://www.iana.org/domains/root/db/flickr.html
.frontier,generic,Frontier Communications Corporation,2016-02-06,2016-01-29,https://www.iana.org/domains/root/db/frontier.html
.ftr,generic,Frontier Communications Corporation,2016-04-17,2016-01-29,https://www.iana.org/domains/root/db/ftr.html
.natura,generic,NATURA COSMÉTICOS S.A.,2016-02-11,2016-01-29,https://www.iana.org/domains/root/db/natura.html
.song,generic,"Amazon Registry Services, Inc.",2016-02-24,2016-01-29,https://www.iana.org/domains/root/db/song.html
.spot,generic,"Amazon Registry Services, Inc.",2016-02-19,2016-01-29,https://www.iana.org/domains/root/db/spot.html
.tunes,generic,"Amazon Registry Services, Inc.",2016-02-25,2016-01-29,https://www.iana.org/domains/root/db/tunes.html
.セール,generic,"Amazon Registry Services, Inc.",2016-02-19,2016-01-29,https://www.iana.org/domains/root/db/xn--1ck2e1b.html
.ファッション,generic,"Amazon Registry Services, Inc.",2016-02-22,2016-01-29,https://www.iana.org/domains/root/db/xn--bck1b9a5dre4c.html
.ストア,generic,"Amazon Registry Services, Inc.",2016-02-19,2016-01-29,https://www.iana.org/domains/root/db/xn--cck2b3b.html
.クラウド,generic,"Amazon Registry Services, Inc.",2016-02-19,2016-01-29,https://www.iana.org/domains/root/db/xn--gckr3f0f.html
.食品,generic,"Amazon Registry Services, Inc.",2016-02-22,2016-01-29,https://www.iana.org/domains/root/db/xn--jvr189m.html
.書籍,generic,"Amazon Registry Services, Inc.",2016-05-13,2016-01-29,https://www.iana.org/domains/root/db/xn--rovu88b.html
.yahoo,generic,Yahoo! Domain Services Inc.,2016-03-25,2016-01-29,https://www.iana.org/domains/root/db/yahoo.html
.hdfcbank,generic,HDFC Bank Limited,2016-02-11,2016-02-05,https://www.iana.org/domains/root/db/hdfcbank.html
.total,generic,Total SA,2016-03-09,2016-02-05,https://www.iana.org/domains/root/db/total.html
.tvs,generic,T V SUNDRAM IYENGAR  & SONS PRIVATE LIMITED,2016-02-13,2016-02-05,https://www.iana.org/domains/root/db/tvs.html
.wolterskluwer,generic,Wolters Kluwer N.V.,2016-02-11,2016-02-05,https://www.iana.org/domains/root/db/wolterskluwer.html
.嘉里大酒店,generic,Kerry Trading Co. Limited,2016-03-05,2016-02-05,https://www.iana.org/domains/root/db/xn--w4r85el8fhu5dnra.html
.嘉里,generic,Kerry Trading Co. Limited,2016-05-16,2016-02-05,https://www.iana.org/domains/root/db/xn--w4rs40l.html
.bcg,generic,"The Boston Consulting Group, Inc.",2016-03-09,2016-02-11,https://www.iana.org/domains/root/db/bcg.html
.store,generic,DotStore Inc.,2016-03-11,2016-02-11,https://www.iana.org/domains/root/db/store.html
.telecity,generic,TelecityGroup International Limited,2016-02-25,2016-02-11,https://www.iana.org/domains/root/db/telecity.html
.passagens,generic,Travel Reservations SRL,2016-06-05,2016-02-19,https://www.iana.org/domains/root/db/passagens.html
.progressive,generic,Progressive Casualty Insurance Company,2016-04-20,2016-02-19,https://www.iana.org/domains/root/db/progressive.html
.teva,generic,Teva Pharmaceutical Industries Limited,2016-04-28,2016-02-19,https://www.iana.org/domains/root/db/teva.html
.vuelos,generic,Travel Reservations SRL,2016-06-05,2016-02-19,https://www.iana.org/domains/root/db/vuelos.html
.abbvie,generic,AbbVie Inc.,2016-04-06,2016-02-26,https://www.iana.org/domains/root/db/abbvie.html
.abudhabi,generic,Abu Dhabi Systems and Information Centre,2016-04-06,2016-02-26,https://www.iana.org/domains/root/db/abudhabi.html
.avianca,generic,Aerovias del Continente Americano S.A. Avianca,2016-03-09,2016-02-26,https://www.iana.org/domains/root/db/avianca.html
.extraspace,generic,Extra Space Storage LLC,2016-03-25,2016-02-26,https://www.iana.org/domains/root/db/extraspace.html
.locus,generic,Locus Analytics LLC,2016-03-15,2016-02-26,https://www.iana.org/domains/root/db/locus.html
.stream,generic,dot Stream Limited,2016-03-18,2016-02-26,https://www.iana.org/domains/root/db/stream.html
.sina,generic,Sina Corporation,2016-03-30,2016-02-29,https://www.iana.org/domains/root/db/sina.html
.weibo,generic,Sina Corporation,2016-04-06,2016-02-29,https://www.iana.org/domains/root/db/weibo.html
.微博,generic,Sina Corporation,2016-04-06,2016-02-29,https://www.iana.org/domains/root/db/xn--9krt00a.html
.able,generic,Able Inc.,2016-06-22,2016-03-03,https://www.iana.org/domains/root/db/able.html
.chintai,generic,CHINTAI Corporation,2016-06-14,2016-03-03,https://www.iana.org/domains/root/db/chintai.html
.flir,generic,"FLIR Systems, Inc.",2016-05-10,2016-03-03,https://www.iana.org/domains/root/db/flir.html
.gmbh,generic,"Extra Dynamite, LLC",2016-03-10,2016-03-03,https://www.iana.org/domains/root/db/gmbh.html
.htc,generic,HTC corporation,2016-04-04,2016-03-03,https://www.iana.org/domains/root/db/htc.html
.jcp,generic,"JCP Media, Inc.",2016-03-30,2016-03-03,https://www.iana.org/domains/root/db/jcp.html
‏.ابوظبي‎,generic,Abu Dhabi Systems and Information Centre,2016-04-06,2016-03-03,https://www.iana.org/domains/root/db/xn--mgbca7dzdo.html
.бг,country-code,Imena.BG Plc (NAMES.BG Plc),2016-07-02,2016-03-05,https://www.iana.org/domains/root/db/xn--90ae.html
.shaw,generic,Shaw Cablesystems G.P.,2016-03-22,2016-03-10,https://www.iana.org/domains/root/db/shaw.html
.tdk,generic,TDK Corporation,2016-06-14,2016-03-10,https://www.iana.org/domains/root/db/tdk.html
.anquan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,2016-04-05,2016-03-18,https://www.iana.org/domains/root/db/anquan.html
.aws,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-03-18,https://www.iana.org/domains/root/db/aws.html
.metlife,generic,"MetLife Services and Solutions, LLC",2016-05-11,2016-03-18,https://www.iana.org/domains/root/db/metlife.html
.shouji,generic,QIHOO 360 TECHNOLOGY CO. LTD.,2016-03-30,2016-03-18,https://www.iana.org/domains/root/db/shouji.html
.talk,generic,"Amazon Registry Services, Inc.",2016-03-25,2016-03-18,https://www.iana.org/domains/root/db/talk.html
.xihuan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,2016-03-30,2016-03-18,https://www.iana.org/domains/root/db/xihuan.html
.家電,generic,"Amazon Registry Services, Inc.",2016-03-25,2016-03-18,https://www.iana.org/domains/root/db/xn--fct429k.html
.you,generic,"Amazon Registry Services, Inc.",2016-03-25,2016-03-18,https://www.iana.org/domains/root/db/you.html
.yun,generic,QIHOO 360 TECHNOLOGY CO. LTD.,2016-03-30,2016-03-18,https://www.iana.org/domains/root/db/yun.html
.lego,generic,LEGO Juris A/S,2016-06-16,2016-03-24,https://www.iana.org/domains/root/db/lego.html
.sbi,generic,STATE BANK OF INDIA,2016-04-18,2016-03-24,https://www.iana.org/domains/root/db/sbi.html
.statebank,generic,STATE BANK OF INDIA,2016-04-18,2016-03-24,https://www.iana.org/domains/root/db/statebank.html
.agakhan,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-03-31,https://www.iana.org/domains/root/db/agakhan.html
.akdn,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-03-31,https://www.iana.org/domains/root/db/akdn.html
.imamat,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-04-07,https://www.iana.org/domains/root/db/imamat.html
.ismaili,generic,Fondation Aga Khan (Aga Khan Foundation),2016-04-16,2016-04-07,https://www.iana.org/domains/root/db/ismaili.html
.ericsson,generic,Telefonaktiebolaget L M Ericsson,2016-06-10,2016-04-14,https://www.iana.org/domains/root/db/ericsson.html
.guardian,generic,The Guardian Life Insurance Company of America,2016-05-16,2016-04-14,https://www.iana.org/domains/root/db/guardian.html
.ups,generic,"UPS Market Driver, Inc.",2016-05-31,2016-04-14,https://www.iana.org/domains/root/db/ups.html
.warman,generic,Weir Group IP Limited,2016-05-03,2016-04-14,https://www.iana.org/domains/root/db/warman.html
.hkt,generic,PCCW-HKT DataCom Services Limited,2016-05-12,2016-04-15,https://www.iana.org/domains/root/db/hkt.html
.nowtv,generic,Starbucks (HK) Limited,2016-05-11,2016-04-15,https://www.iana.org/domains/root/db/nowtv.html
.pccw,generic,PCCW Enterprises Limited,2016-05-11,2016-04-15,https://www.iana.org/domains/root/db/pccw.html
.richardli,generic,Pacific Century Asset Management (HK) Limited,2016-05-11,2016-04-15,https://www.iana.org/domains/root/db/richardli.html
.電訊盈科,generic,PCCW Enterprises Limited,2016-05-11,2016-04-15,https://www.iana.org/domains/root/db/xn--fzys8d69uvgm.html
.ಭಾರತ,country-code,Not assigned,2016-06-30,2016-04-18,https://www.iana.org/domains/root/db/xn--2scrj9c.html
.ଭାରତ,country-code,Not assigned,2016-07-01,2016-04-18,https://www.iana.org/domains/root/db/xn--3hcrj9c.html
.ভাৰত,country-code,Not assigned,2016-07-01,2016-04-18,https://www.iana.org/domains/root/db/xn--45br5cyl.html
.ഭാരതം,country-code,Not assigned,2016-06-30,2016-04-18,https://www.iana.org/domains/root/db/xn--rvc1e0am3e.html
.aetna,generic,Aetna Life Insurance Company,2016-05-20,2016-04-21,https://www.iana.org/domains/root/db/aetna.html
.dot,generic,Dish DBS Corporation,2016-05-18,2016-04-21,https://www.iana.org/domains/root/db/dot.html
.farmers,generic,Farmers Insurance Exchange,2016-06-26,2016-04-21,https://www.iana.org/domains/root/db/farmers.html
.lipsy,generic,Lipsy Ltd,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/lipsy.html
.next,generic,Next plc,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/next.html
.nextdirect,generic,Next plc,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/nextdirect.html
.olayan,generic,Crescent Holding GmbH,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/olayan.html
.olayangroup,generic,Crescent Holding GmbH,2016-05-06,2016-04-21,https://www.iana.org/domains/root/db/olayangroup.html
‏.العليان‎,generic,Crescent Holding GmbH,2016-05-03,2016-04-21,https://www.iana.org/domains/root/db/xn--mgba7c0bbn0a.html
.realestate,generic,dotRealEstate LLC,2016-05-23,2016-04-28,https://www.iana.org/domains/root/db/realestate.html
.cookingchannel,generic,"Lifestyle Domain Holdings, Inc.",2016-06-23,2016-05-05,https://www.iana.org/domains/root/db/cookingchannel.html
.dupont,generic,E. I. du Pont de Nemours and Company,2016-06-10,2016-05-05,https://www.iana.org/domains/root/db/dupont.html
.foodnetwork,generic,"Lifestyle Domain Holdings, Inc.",2016-06-24,2016-05-05,https://www.iana.org/domains/root/db/foodnetwork.html
.frontdoor,generic,"Lifestyle Domain Holdings, Inc.",2016-06-24,2016-05-05,https://www.iana.org/domains/root/db/frontdoor.html
.hgtv,generic,"Lifestyle Domain Holdings, Inc.",2016-06-23,2016-05-05,https://www.iana.org/domains/root/db/hgtv.html
.mlb,generic,"MLB Advanced Media DH, LLC",2016-05-25,2016-05-05,https://www.iana.org/domains/root/db/mlb.html
.netflix,generic,"Netflix, Inc.",2016-05-31,2016-05-05,https://www.iana.org/domains/root/db/netflix.html
.shop,generic,"GMO Registry, Inc.",2016-05-23,2016-05-05,https://www.iana.org/domains/root/db/shop.html
.travelchannel,generic,"Lifestyle Domain Holdings, Inc.",2016-06-23,2016-05-05,https://www.iana.org/domains/root/db/travelchannel.html
.blog,generic,"Knock Knock WHOIS There, LLC",2016-06-28,2016-05-12,https://www.iana.org/domains/root/db/blog.html
.hisamitsu,generic,"Hisamitsu Pharmaceutical Co.,Inc.",2016-06-02,2016-05-13,https://www.iana.org/domains/root/db/hisamitsu.html
.audible,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/audible.html
.deal,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/deal.html
.dtv,generic,Dish DBS Corporation,2016-05-27,2016-05-19,https://www.iana.org/domains/root/db/dtv.html
.fire,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/fire.html
.imdb,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/imdb.html
.itv,generic,ITV Services Limited,2016-06-24,2016-05-19,https://www.iana.org/domains/root/db/itv.html
.kindle,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/kindle.html
.locker,generic,Dish DBS Corporation,2016-05-27,2016-05-19,https://www.iana.org/domains/root/db/locker.html
.now,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/now.html
.ollo,generic,Dish DBS Corporation,2016-05-27,2016-05-19,https://www.iana.org/domains/root/db/ollo.html
.ott,generic,Dish DBS Corporation,2016-05-27,2016-05-19,https://www.iana.org/domains/root/db/ott.html
.prime,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/prime.html
.save,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/save.html
.silk,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/silk.html
.zappos,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/zappos.html
.games,generic,United TLD Holdco Ltd.,2016-06-02,2016-05-24,https://www.iana.org/domains/root/db/games.html
.airbus,generic,Airbus S.A.S.,2016-06-10,2016-05-26,https://www.iana.org/domains/root/db/airbus.html
.dhl,generic,Deutsche Post AG,2016-06-02,2016-05-26,https://www.iana.org/domains/root/db/dhl.html
.epost,generic,Deutsche Post AG,2016-06-07,2016-05-26,https://www.iana.org/domains/root/db/epost.html
.pioneer,generic,Pioneer Corporation,2016-06-02,2016-05-26,https://www.iana.org/domains/root/db/pioneer.html
.zippo,generic,Zadco Company,2016-07-02,2016-05-26,https://www.iana.org/domains/root/db/zippo.html
.blanco,generic,BLANCO GmbH + Co KG,2016-06-22,2016-06-03,https://www.iana.org/domains/root/db/blanco.html
.ikano,generic,Ikano S.A.,2016-07-02,2016-06-03,https://www.iana.org/domains/root/db/ikano.html
.kosher,generic,Kosher Marketing Assets LLC,2016-06-10,2016-06-03,https://www.iana.org/domains/root/db/kosher.html
.nfl,generic,NFL Reg Ops LLC,2016-06-23,2016-06-03,https://www.iana.org/domains/root/db/nfl.html
.shopping,generic,"Over Keep, LLC",2016-06-22,2016-06-08,https://www.iana.org/domains/root/db/shopping.html
.anz,generic,Australia and New Zealand Banking Group Limited,2016-06-22,2016-06-09,https://www.iana.org/domains/root/db/anz.html
.art,generic,UK Creative Ideas Limited,2016-06-23,2016-06-09,https://www.iana.org/domains/root/db/art.html
.cam,generic,AC Webconnecting Holding B.V.,2016-06-16,2016-06-09,https://www.iana.org/domains/root/db/cam.html
.fedex,generic,Federal Express Corporation,2016-06-26,2016-06-09,https://www.iana.org/domains/root/db/fedex.html
.orientexpress,generic,Orient Express,2016-06-23,2016-06-14,https://www.iana.org/domains/root/db/orientexpress.html
.cbre,generic,"CBRE, Inc.",2016-07-02,2016-06-16,https://www.iana.org/domains/root/db/cbre.html
.politie,generic,Politie Nederland,2016-06-23,2016-06-16,https://www.iana.org/domains/root/db/politie.html
.shangrila,generic,Shangri‐La International Hotel Management Limited,2016-07-02,2016-06-24,https://www.iana.org/domains/root/db/shangrila.html
.香格里拉,generic,Shangri‐La International Hotel Management Limited,2016-07-02,2016-06-24,https://www.iana.org/domains/root/db/xn--5su34j936bgsg.html
.eh,country-code,Not assigned," 1999-09-27.""",,https://www.iana.org/domains/root/db/eh.html
